559,34,2025-02-04,56414.08
560,331,2024-10-29,646.60
561,263,2023-08-31,51649.49
562,201,2023-08-31,21203.70
563,287,2023-11-13,8768.20
564,221,2025-05-11,22141.52
565,290,2023-07-02,51985.16
566,72,2024-12-19,54032.19
567,230,2023-10-15,25374.77
568,136,2023-09-19,22726.08
569,223,2025-06-20,12447.46
570,38,2023-04-16,94354.33
571,436,2024-08-29,41075.84
572,341,2024-05-19,58895.88
573,288,2024-07-22,56368.00
574,268,2024-02-03,61681.85
575,409,2023-10-11,1371.26
576,227,2024-12-12,9374.16
577,39,2024-12-26,28168.50
578,99,2024-05-13,36991.04
579,348,2022-06-27,91266.26
580,214,2024-07-22,100961.45
581,80,2023-11-26,52118.96
582,428,2023-02-14,14974.24
583,149,2023-09-25,36400.32
584,145,2022-10-16,26540.75
585,401,2023-10-25,29977.21
586,254,2023-10-29,32057.48
587,316,2024-01-06,55589.52
588,184,2024-10-22,254.64
589,21,2025-02-21,71393.95
590,480,2024-01-09,34855.59
591,258,2024-07-27,13308.66
592,148,2022-08-16,79478.36
593,200,2023-10-22,75049.14
594,365,2025-02-03,20286.72
595,381,2024-05-05,16734.88
596,36,2022-12-19,65981.39
597,86,2025-03-05,51128.13
598,24,2023-05-12,10070.12
599,320,2024-04-22,15420.93
600,182,2023-02-05,31651.61
601,235,2024-02-19,11244.38
602,130,2024-04-27,28545.10
603,88,2023-05-05,15435.70
604,342,2024-06-27,37017.28
605,22,2022-08-28,37643.59
606,366,2023-02-14,44189.34
607,158,2024-08-03,77402.03
608,194,2022-06-30,35223.28
609,95,2023-07-26,16159.76
610,98,2022-09-02,13396.71
611,69,2025-01-29,47186.72
612,399,2024-05-18,4420.84
613,449,2023-01-30,3613.12
614,419,2022-11-01,24584.12
615,470,2025-02-23,11459.30
616,175,2022-10-25,8499.60
617,153,2025-03-20,65643.37
618,182,2023-01-17,24347.90
619,111,2025-06-21,50208.21
620,353,2023-06-18,53429.38
621,296,2022-12-27,30683.09
622,349,2025-04-25,61948.58
623,118,2025-04-07,22099.09
624,471,2024-08-01,121005.21
625,239,2024-04-07,27611.26
626,273,2023-03-31,78584.31
627,217,2024-01-17,68972.05
628,409,2024-03-12,39736.25
629,344,2023-12-17,25694.30
630,375,2023-10-20,31305.20
631,169,2023-01-15,49078.01
632,143,2024-10-04,46760.32
633,272,2024-08-15,21539.39
634,441,2024-03-09,64638.62
635,480,2023-05-11,53000.99
636,403,2022-09-09,39382.74
637,288,2022-11-22,81707.76
638,463,2024-05-02,23328.10
639,257,2024-04-08,83361.21
640,230,2024-11-02,24621.74
641,33,2024-09-14,7567.70
642,302,2022-09-14,51993.20
643,410,2024-07-17,37192.80
644,109,2022-11-29,58966.87
645,477,2024-02-20,63899.43
646,96,2024-05-05,36549.59
647,470,2024-07-23,46786.80
648,402,2025-06-12,56243.26
649,18,2022-09-18,937.34
650,123,2024-09-11,15968.42
651,141,2023-01-02,41211.40
652,397,2023-06-21,93777.36
653,275,2023-10-31,50508.62
654,440,2022-07-08,35069.87
655,409,2024-06-20,68283.58
656,131,2023-06-20,22951.70
657,141,2022-10-13,144836.12
658,3,2025-02-02,63354.51
659,267,2022-08-17,45791.88
660,100,2022-08-23,30401.86
661,151,2024-11-23,51763.04
662,302,2025-05-15,27516.93
663,288,2022-07-19,48192.86
664,500,2024-05-15,56582.47
665,286,2023-05-12,44086.37
666,26,2023-03-03,52204.10
667,100,2022-08-04,87012.14
668,100,2022-09-18,54706.92
669,2,2024-12-24,85478.73
670,181,2024-02-01,17441.97
671,119,2024-01-18,14584.29
672,420,2023-04-03,79852.55
673,279,2024-07-07,11618.98
674,181,2024-10-02,42888.67
675,198,2024-10-07,22360.78
676,172,2023-06-10,54270.58
677,2,2023-05-16,2674.14
678,368,2023-11-24,70071.36
679,60,2023-01-25,8890.58
680,47,2022-12-04,40006.75
681,271,2024-11-14,31377.85
682,51,2022-09-12,60463.16
683,369,2022-10-12,27575.44
684,453,2024-11-06,516.16
685,125,2023-07-31,79952.19
686,160,2025-03-15,107575.81
687,250,2023-09-07,58221.10
688,20,2024-01-06,54975.65
689,279,2023-02-21,94800.03
690,339,2025-05-18,26686.54
691,146,2025-03-29,18853.08
692,479,2023-11-14,49049.37
693,146,2023-03-14,14068.39
694,1,2024-06-09,11969.28
695,256,2025-05-05,20198.81
696,261,2024-05-29,43493.37
697,291,2024-07-21,15231.79
698,133,2024-12-29,18263.79
699,51,2023-10-11,53348.76
700,45,2023-05-04,144007.86
701,82,2024-04-30,41186.13
702,391,2024-10-30,59774.27
703,474,2022-09-28,17570.09
704,424,2025-03-22,17849.29
705,261,2022-10-03,80997.57
706,99,2023-10-13,45989.35
707,224,2024-01-28,39795.27
708,267,2025-05-17,31674.85
709,170,2023-10-10,2639.95
710,188,2023-08-19,458.64
711,350,2025-02-03,12892.78
712,222,2024-07-12,11621.82
713,206,2024-06-23,68338.36
714,355,2023-07-24,55831.08
715,88,2023-06-03,46465.59
716,265,2022-09-26,25991.80
717,452,2024-08-12,66322.74
718,357,2024-08-23,7531.78
719,389,2023-03-05,2856.94
720,129,2024-04-26,8436.06
721,32,2023-05-24,18625.39
722,214,2024-05-28,31718.92
723,367,2024-02-03,99526.56
724,87,2024-07-04,15105.18
725,108,2023-07-12,140758.77
726,17,2024-10-31,56651.94
727,221,2024-06-19,41574.11
728,250,2022-10-23,38988.95
729,378,2023-03-07,94210.26
730,371,2022-12-26,14291.20
731,389,2023-02-12,20509.30
732,262,2023-10-03,26342.75
733,423,2022-10-06,20187.26
734,281,2025-03-12,41667.49
735,10,2025-03-22,108517.89
736,460,2023-02-02,29346.96
737,182,2024-04-12,100154.99
738,190,2023-01-19,63864.22
739,132,2024-11-16,4445.29
740,444,2022-12-30,37860.59
741,485,2022-08-13,21699.63
742,349,2024-11-08,20607.70
743,339,2025-02-22,81196.65
744,423,2025-01-15,31420.23
745,182,2024-11-21,37924.12
746,185,2022-08-01,62044.30
747,338,2023-01-26,97793.72
748,200,2025-06-11,10436.76
749,496,2023-06-29,35303.76
750,450,2023-07-04,68652.63
751,76,2023-08-06,54435.13
752,377,2024-01-18,82548.44
753,158,2022-07-07,35303.55
754,434,2024-07-14,10871.51
755,142,2023-05-19,49644.98
756,159,2024-02-18,65657.55
757,120,2025-06-17,34126.00
758,106,2023-05-27,8243.08
759,375,2022-08-28,81926.09
760,328,2024-08-15,92590.19
761,336,2022-09-09,44197.15
762,319,2023-06-05,29905.48
763,446,2023-04-01,10125.05
764,82,2023-06-04,46578.51
765,368,2023-03-23,42673.64
766,78,2023-09-04,39030.04
767,102,2023-08-04,34512.01
768,146,2025-01-01,3749.36
769,431,2022-10-21,78579.10
770,356,2023-04-02,52372.60
771,135,2024-04-24,45065.23
772,395,2023-12-08,33448.87
773,20,2023-01-11,30303.85
774,461,2024-02-12,8976.96
775,483,2024-07-31,49430.77
776,447,2024-01-14,25461.59
777,232,2022-12-21,17781.16
778,274,2024-05-27,16901.10
779,266,2022-06-28,37704.01
780,1,2024-05-28,19984.42
781,320,2025-06-18,132830.45
782,366,2023-12-22,76883.17
783,493,2024-12-21,40404.57
784,215,2024-03-15,13798.08
785,423,2022-12-06,47837.93
786,168,2023-01-31,65651.42
787,18,2023-11-02,78332.70
788,182,2025-03-20,38272.95
789,348,2024-04-21,54452.24
790,444,2024-12-04,48457.34
791,240,2023-08-30,37538.59
792,382,2023-12-24,12847.15
793,334,2023-07-10,54466.58
794,142,2023-07-26,33772.71
795,454,2025-03-01,69838.19
796,227,2023-02-03,29538.27
797,78,2023-02-12,54957.24
798,227,2023-08-30,50105.68
799,491,2022-11-09,19953.94
800,77,2025-06-22,68269.20
801,379,2022-12-02,66698.67
802,236,2023-10-29,45903.76
803,290,2023-12-28,23644.76
804,227,2022-11-25,62082.80
805,448,2024-11-02,48621.57
806,486,2023-08-27,40637.48
807,160,2024-02-07,40226.28
808,70,2022-12-02,17739.55
809,481,2024-02-24,25232.68
810,221,2023-02-23,45780.96
811,383,2025-06-15,18117.10
812,74,2023-09-10,28394.24
813,237,2024-12-22,62071.90
814,245,2023-03-02,65302.11
815,308,2025-05-24,62001.83
816,161,2023-06-05,515.97
817,401,2024-08-31,15990.32
818,467,2025-01-08,22833.28
819,387,2022-08-26,42007.75
820,303,2025-04-13,35063.38
821,408,2022-07-03,41815.26
822,237,2023-07-22,96149.51
823,445,2024-11-19,94175.56
824,209,2024-07-22,82939.39
825,291,2024-05-28,91591.34
826,453,2023-09-16,17906.53
827,146,2023-09-06,30709.41
828,290,2024-11-15,50197.78
829,191,2022-12-24,31106.33
830,244,2024-12-25,33252.88
831,116,2023-02-07,12887.74
832,415,2023-12-23,271.29
833,228,2023-12-04,18748.56
834,146,2023-09-15,36463.33
835,152,2024-11-19,57.33
836,161,2022-07-08,4056.08
837,273,2022-12-15,71400.64
838,345,2024-07-12,23501.45
839,392,2023-03-25,1715.90
840,310,2022-10-21,29962.04
841,260,2024-11-13,46242.01
842,321,2022-11-20,36028.66
843,91,2022-09-12,27435.66
844,218,2023-08-22,29923.20
845,446,2024-08-25,78948.17
846,189,2023-05-01,55945.11
847,336,2024-12-15,57445.78
848,497,2023-12-22,106108.21
849,358,2024-08-04,23166.91
850,93,2024-01-19,62246.66
851,202,2023-10-23,22544.98
852,142,2023-12-16,17159.23
853,323,2023-05-16,46767.25
854,215,2022-11-14,8117.24
855,114,2025-06-18,40247.78
856,105,2023-02-01,19601.37
857,438,2022-11-06,81535.79
858,445,2024-05-17,18675.39
859,290,2023-08-29,35335.38
860,365,2023-10-12,38216.34
861,62,2024-12-07,629.46
862,305,2023-08-08,85578.80
863,150,2024-12-11,34645.63
864,209,2025-01-20,23253.26
865,287,2022-11-19,86240.60
866,450,2023-03-21,77577.61
867,124,2024-12-03,16225.28
868,285,2024-01-19,22241.03
869,166,2025-05-06,24678.28
870,217,2023-04-15,46466.80
871,481,2024-09-02,18013.85
872,333,2025-06-10,50230.76
873,15,2023-01-21,87276.10
874,458,2022-12-26,52579.95
875,248,2025-05-08,3676.96
876,262,2024-05-12,6425.36
