128,41,8,10,775.15
129,41,94,5,2517.53
130,41,78,4,1171.77
131,41,84,2,2555.86
132,41,7,2,2816.85
133,42,44,6,4978.70
134,42,36,6,2124.90
135,42,45,4,2953.56
136,42,76,4,4261.32
137,42,91,5,3326.04
138,43,21,2,2210.42
139,43,26,5,209.82
140,43,39,1,1490.98
141,44,40,9,3132.58
142,44,78,3,1171.77
143,44,68,4,2029.31
144,45,22,5,4861.43
145,45,24,3,3735.90
146,46,13,8,2092.36
147,47,24,2,3735.90
148,47,99,2,3609.01
149,47,10,2,3067.20
150,48,70,5,3412.60
151,49,94,5,2517.53
152,49,5,5,2028.04
153,49,63,4,1513.54
154,49,50,2,383.40
155,49,77,6,210.80
156,50,41,4,3294.71
157,50,61,1,2639.95
158,50,88,8,3650.71
159,50,10,5,3067.20
160,51,89,4,3520.96
161,51,89,3,3520.96
162,52,24,3,3735.90
163,52,99,7,3609.01
164,52,83,2,2068.36
165,52,13,5,2092.36
166,53,99,1,3609.01
167,53,44,3,4978.70
168,54,25,4,2699.41
169,55,93,9,2513.33
170,55,50,5,383.40
171,55,93,7,2513.33
172,55,79,5,614.54
173,55,57,10,161.65
174,56,37,10,3925.38
175,56,31,7,3956.37
176,57,11,6,1713.86
177,58,23,5,1811.71
178,59,7,1,2816.85
179,59,3,8,3282.03
180,60,98,10,534.22
181,60,78,10,1171.77
182,60,51,5,1936.97
183,60,3,1,3282.03
184,61,19,2,3547.91
185,61,33,9,4359.13
186,61,88,4,3650.71
187,62,97,9,4466.21
188,62,31,6,3956.37
189,63,30,6,876.82
190,64,93,6,2513.33
191,65,71,10,3940.79
192,65,92,9,3177.29
193,65,90,8,2992.32
194,66,96,4,254.64
195,66,37,1,3925.38
196,66,32,2,4900.81
197,66,1,1,1606.34
198,66,81,5,2335.73
199,67,33,9,4359.13
200,67,10,4,3067.20
201,67,37,1,3925.38
202,67,29,4,516.16
203,67,31,9,3956.37
204,68,87,8,4778.41
205,68,73,7,1428.47
206,68,13,7,2092.36
207,69,93,9,2513.33
208,69,15,8,348.51
209,69,100,2,1332.93
210,69,80,10,4977.73
211,69,22,7,4861.43
212,70,47,10,3930.99
213,70,38,10,4099.11
214,70,24,9,3735.90
215,70,69,7,2569.43
216,71,17,1,4056.32
217,72,88,8,3650.71
218,72,99,9,3609.01
219,72,27,8,2302.21
220,72,89,7,3520.96
221,73,69,5,2569.43
222,74,53,6,4677.13
223,74,5,5,2028.04
224,75,17,9,4056.32
225,75,66,10,151.30
226,75,88,6,3650.71
227,75,40,6,3132.58
228,76,44,1,4978.70
229,76,46,7,271.29
230,76,95,6,4482.55
231,77,59,5,1950.38
232,78,47,6,3930.99
233,78,36,5,2124.90
234,79,95,3,4482.55
235,79,44,10,4978.70
236,80,96,4,254.64
237,81,72,10,2674.14
238,81,93,1,2513.33
239,82,19,1,3547.91
240,82,67,1,1274.06
241,82,37,1,3925.38
242,82,85,3,1371.26
243,83,71,2,3940.79
244,83,10,4,3067.20
245,84,70,5,3412.60
246,84,1,6,1606.34
247,84,23,6,1811.71
248,84,38,10,4099.11
249,85,94,5,2517.53
250,86,83,7,2068.36
251,86,75,1,1216.49
252,86,39,1,1490.98
253,86,77,1,210.80
254,87,40,5,3132.58
255,88,72,6,2674.14
256,88,84,4,2555.86
257,89,42,1,4445.29
258,89,39,6,1490.98
259,90,9,3,4927.07
260,90,63,6,1513.54
261,91,35,4,522.51
262,91,81,3,2335.73
263,91,38,1,4099.11
264,91,66,1,151.30
265,91,94,3,2517.53
266,92,17,1,4056.32
267,92,30,1,876.82
268,92,32,4,4900.81
269,92,72,1,2674.14
270,92,98,2,534.22
271,93,4,5,4855.89
272,93,89,3,3520.96
273,93,53,9,4677.13
274,94,37,2,3925.38
275,94,72,5,2674.14
276,94,90,2,2992.32
277,94,4,6,4855.89
278,95,95,10,4482.55
279,96,84,3,2555.86
280,97,53,2,4677.13
281,97,99,9,3609.01
282,98,67,4,1274.06
283,99,46,10,271.29
284,100,63,6,1513.54
285,100,47,3,3930.99
286,100,46,8,271.29
287,101,81,5,2335.73
288,102,34,10,4121.54
289,102,69,8,2569.43
290,102,41,9,3294.71
291,102,46,9,271.29
292,103,27,10,2302.21
293,103,16,5,4772.61
294,104,86,2,3119.48
295,104,88,3,3650.71
296,104,6,4,3597.28
297,104,44,2,4978.70
298,105,47,6,3930.99
299,105,13,8,2092.36
300,105,42,1,4445.29
301,105,49,6,1585.26
302,106,14,2,1609.91
303,106,61,5,2639.95
304,106,42,1,4445.29
305,106,5,9,2028.04
306,106,7,2,2816.85
307,107,88,4,3650.71
308,108,19,6,3547.91
309,108,100,4,1332.93
310,108,30,2,876.82
311,108,73,9,1428.47
312,108,20,3,937.34
313,109,85,4,1371.26
314,110,45,10,2953.56
315,111,11,2,1713.86
316,111,10,8,3067.20
317,111,52,9,3284.74
318,112,16,8,4772.61
319,112,73,6,1428.47
320,113,48,3,1481.48
321,113,27,2,2302.21
322,113,33,5,4359.13
323,113,38,10,4099.11
324,114,8,8,775.15
325,114,29,3,516.16
326,115,70,1,3412.60
327,116,70,7,3412.60
328,116,100,8,1332.93
329,116,31,6,3956.37
330,116,61,3,2639.95
331,116,83,8,2068.36
332,117,40,9,3132.58
333,117,11,3,1713.86
334,118,1,1,1606.34
335,118,96,1,254.64
336,118,21,10,2210.42
337,118,48,7,1481.48
338,118,11,10,1713.86
339,119,83,2,2068.36
340,119,34,5,4121.54
341,120,64,2,4645.23
342,120,48,2,1481.48
343,121,96,8,254.64
344,121,16,1,4772.61
345,122,67,10,1274.06
346,122,18,5,4977.17
347,122,88,7,3650.71
348,123,35,6,522.51
349,123,48,5,1481.48
350,123,43,5,727.31
351,123,66,9,151.30
352,124,53,3,4677.13
353,124,39,9,1490.98
354,124,54,5,171.59
355,124,14,4,1609.91
356,125,85,2,1371.26
357,125,37,6,3925.38
358,126,43,8,727.31
359,126,71,6,3940.79
360,126,80,10,4977.73
361,127,39,10,1490.98
362,127,24,5,3735.90
363,128,81,8,2335.73
364,128,51,5,1936.97
365,128,49,2,1585.26
366,129,62,4,4176.08
367,129,19,3,3547.91
368,129,78,7,1171.77
369,130,18,8,4977.17
370,130,41,9,3294.71
371,131,78,9,1171.77
372,131,10,4,3067.20
373,132,42,5,4445.29
374,132,75,10,1216.49
375,133,77,8,210.80
376,133,45,8,2953.56
377,133,75,6,1216.49
378,133,89,9,3520.96
379,133,2,6,1219.94
380,134,81,2,2335.73
381,134,13,4,2092.36
382,135,50,9,383.40
383,135,94,6,2517.53
384,135,73,7,1428.47
385,135,67,5,1274.06
386,135,21,6,2210.42
387,136,91,1,3326.04
388,136,44,10,4978.70
389,136,73,5,1428.47
390,136,72,8,2674.14
391,137,14,3,1609.91
392,137,99,8,3609.01
393,137,14,1,1609.91
394,137,21,8,2210.42
395,137,41,2,3294.71
396,138,95,7,4482.55
397,139,10,5,3067.20
398,139,43,4,727.31
399,139,37,8,3925.38
400,139,91,4,3326.04
401,139,24,8,3735.90
402,140,60,5,1965.23
403,141,41,4,3294.71
404,141,27,8,2302.21
405,142,36,4,2124.90
406,142,39,4,1490.98
407,143,94,9,2517.53
408,143,4,1,4855.89
409,143,73,10,1428.47
410,143,91,8,3326.04
411,144,52,4,3284.74
412,145,7,2,2816.85
413,145,50,4,383.40
414,145,57,8,161.65
415,146,26,5,209.82
416,146,5,10,2028.04
417,146,54,6,171.59
418,146,24,2,3735.90
419,146,28,7,2473.70
420,147,47,8,3930.99
421,147,82,6,3433.90
422,148,86,10,3119.48
423,148,89,4,3520.96
424,149,31,10,3956.37
425,149,87,9,4778.41
426,149,91,9,3326.04
427,149,9,8,4927.07
428,150,49,6,1585.26
429,150,84,1,2555.86
430,150,60,6,1965.23
431,151,59,4,1950.38
432,151,16,5,4772.61
433,152,45,5,2953.56
434,152,76,8,4261.32
435,153,56,10,4665.62
436,153,59,2,1950.38
437,153,93,9,2513.33
438,154,54,4,171.59
439,155,59,4,1950.38
440,155,7,9,2816.85
441,155,42,1,4445.29
442,156,23,8,1811.71
443,157,27,4,2302.21
444,157,93,10,2513.33
445,157,24,7,3735.90
446,158,13,5,2092.36
447,158,100,1,1332.93
448,158,3,9,3282.03
449,159,86,2,3119.48
450,159,59,4,1950.38
451,159,64,9,4645.23
452,160,23,8,1811.71
453,160,14,8,1609.91
454,161,19,6,3547.91
455,162,71,5,3940.79
456,162,67,3,1274.06
457,163,9,2,4927.07
458,163,39,4,1490.98
459,164,47,4,3930.99
460,164,65,9,850.59
461,164,49,3,1585.26
462,164,52,4,3284.74
463,165,48,9,1481.48
464,165,63,9,1513.54
465,165,40,6,3132.58
466,165,3,5,3282.03
467,166,17,4,4056.32
468,166,65,3,850.59
469,166,31,9,3956.37
470,166,37,4,3925.38
471,167,22,5,4861.43
472,167,93,6,2513.33
473,167,53,2,4677.13
474,168,12,2,57.33
475,169,58,2,2188.81
476,169,16,10,4772.61
477,169,7,5,2816.85
478,170,60,9,1965.23
479,170,56,4,4665.62
480,170,13,4,2092.36
481,171,31,4,3956.37
482,171,9,2,4927.07
483,171,88,1,3650.71
484,172,60,9,1965.23
485,172,5,7,2028.04
486,173,2,6,1219.94
487,173,64,7,4645.23
488,173,11,1,1713.86
489,173,77,6,210.80
490,174,66,3,151.30
491,174,99,2,3609.01
492,174,8,8,775.15
493,174,90,9,2992.32
494,175,90,1,2992.32
495,175,36,5,2124.90
496,175,86,1,3119.48
497,176,44,9,4978.70
498,176,11,1,1713.86
499,176,17,5,4056.32
500,177,21,3,2210.42
501,178,81,4,2335.73
502,178,39,9,1490.98
503,178,13,5,2092.36
504,179,78,2,1171.77
505,179,25,7,2699.41
506,179,95,9,4482.55
507,179,80,5,4977.73
508,179,42,1,4445.29
509,180,56,2,4665.62
510,180,63,7,1513.54
511,180,54,6,171.59
512,180,63,1,1513.54
513,180,59,2,1950.38
514,181,86,2,3119.48
515,181,35,1,522.51
516,181,12,7,57.33
517,182,81,9,2335.73
518,182,20,10,937.34
519,182,91,10,3326.04
520,183,55,2,2094.76
521,183,53,3,4677.13
522,183,87,1,4778.41
523,183,41,5,3294.71
524,183,45,4,2953.56
525,184,84,3,2555.86
526,184,9,4,4927.07
527,184,77,3,210.80
528,184,3,4,3282.03
529,184,88,9,3650.71
530,185,44,7,4978.70
531,185,65,6,850.59
532,185,79,1,614.54
533,185,69,6,2569.43
534,185,99,10,3609.01
535,186,20,2,937.34
536,186,11,4,1713.86
537,186,52,5,3284.74
538,186,91,10,3326.04
539,186,29,7,516.16
540,187,24,7,3735.90
541,187,35,4,522.51
542,187,26,9,209.82
543,187,23,8,1811.71
544,187,35,10,522.51
545,188,60,7,1965.23
546,188,49,6,1585.26
547,189,70,10,3412.60
548,189,26,8,209.82
549,189,27,9,2302.21
550,190,43,7,727.31
551,190,17,1,4056.32
552,190,65,2,850.59
553,191,92,9,3177.29
554,191,42,3,4445.29
555,191,94,3,2517.53
556,191,99,5,3609.01
557,191,59,9,1950.38
558,192,42,10,4445.29
559,193,63,2,1513.54
560,194,74,7,4413.83
561,194,44,2,4978.70
562,194,93,6,2513.33
563,194,58,10,2188.81
564,195,96,7,254.64
565,195,13,9,2092.36
566,195,14,8,1609.91
567,196,87,4,4778.41
568,196,19,1,3547.91
569,197,24,1,3735.90
570,197,76,5,4261.32
571,197,56,9,4665.62
572,197,22,8,4861.43
573,198,28,7,2473.70
574,199,65,1,850.59
575,199,86,3,3119.48
576,199,57,4,161.65
577,199,96,3,254.64
578,199,8,8,775.15
579,200,32,10,4900.81
580,200,25,3,2699.41
581,200,67,9,1274.06
582,201,72,8,2674.14
583,201,50,4,383.40
584,201,8,6,775.15
585,201,51,5,1936.97
586,202,36,4,2124.90
587,202,61,10,2639.95
588,202,87,3,4778.41
589,203,19,2,3547.91
590,203,53,5,4677.13
591,203,63,10,1513.54
592,203,14,10,1609.91
593,204,89,6,3520.96
594,205,48,6,1481.48
595,205,16,6,4772.61
596,205,62,10,4176.08
597,206,49,9,1585.26
598,206,26,8,209.82
599,206,28,4,2473.70
600,206,20,3,937.34
601,207,47,1,3930.99
602,207,18,8,4977.17
603,207,42,1,4445.29
604,207,33,3,4359.13
605,208,80,4,4977.73
606,208,39,4,1490.98
607,208,19,8,3547.91
608,208,94,3,2517.53
609,208,23,9,1811.71
610,209,54,2,171.59
611,210,61,5,2639.95
612,210,75,2,1216.49
613,210,73,1,1428.47
614,210,22,10,4861.43
615,211,90,9,2992.32
616,211,94,6,2517.53
617,211,2,3,1219.94
618,211,90,6,2992.32
619,211,2,5,1219.94
620,212,15,1,348.51
621,212,90,7,2992.32
622,213,38,9,4099.11
623,213,88,9,3650.71
624,213,24,3,3735.90
625,213,77,9,210.80
626,214,73,6,1428.47
627,214,86,1,3119.48
628,214,71,5,3940.79
629,215,71,3,3940.79
630,215,41,2,3294.71
631,216,28,8,2473.70
632,216,32,7,4900.81
633,216,3,9,3282.03
634,216,64,7,4645.23
635,216,46,7,271.29
636,217,37,3,3925.38
637,217,33,1,4359.13
638,217,89,1,3520.96
639,217,30,9,876.82
640,218,2,2,1219.94
641,218,35,3,522.51
642,218,22,2,4861.43
643,219,46,10,271.29
644,219,1,2,1606.34
645,219,90,5,2992.32
646,219,100,5,1332.93
647,219,73,10,1428.47
648,220,81,6,2335.73
649,220,63,10,1513.54
650,220,5,2,2028.04
651,220,2,10,1219.94
652,221,15,9,348.51
653,222,61,1,2639.95
654,222,62,4,4176.08
655,223,49,1,1585.26
656,223,92,2,3177.29
657,223,46,1,271.29
658,223,91,2,3326.04
659,224,91,7,3326.04
660,224,29,9,516.16
661,224,12,9,57.33
662,225,5,9,2028.04
663,225,42,4,4445.29
664,225,94,7,2517.53
665,225,4,8,4855.89
666,226,15,9,348.51
667,226,5,2,2028.04
668,226,48,4,1481.48
669,226,82,2,3433.90
670,226,41,1,3294.71
671,227,24,7,3735.90
672,227,17,2,4056.32
673,227,90,5,2992.32
674,228,40,8,3132.58
675,229,86,5,3119.48
676,229,28,3,2473.70
677,229,57,3,161.65
678,230,42,5,4445.29
679,230,41,6,3294.71
680,230,7,5,2816.85
681,230,26,6,209.82
682,230,72,6,2674.14
683,231,92,2,3177.29
684,232,30,3,876.82
685,232,67,7,1274.06
686,232,23,6,1811.71
687,232,2,1,1219.94
688,233,63,1,1513.54
689,233,16,4,4772.61
690,233,21,9,2210.42
691,233,82,8,3433.90
692,234,77,9,210.80
693,234,72,10,2674.14
694,234,84,1,2555.86
695,234,91,4,3326.04
696,234,3,10,3282.03
697,235,15,7,348.51
698,236,76,7,4261.32
699,236,14,3,1609.91
700,236,70,6,3412.60
701,236,7,5,2816.85
702,237,55,4,2094.76
703,237,28,3,2473.70
704,238,45,6,2953.56
705,239,91,1,3326.04
706,239,70,7,3412.60
707,239,39,4,1490.98
708,239,78,4,1171.77
709,239,6,10,3597.28
710,240,90,1,2992.32
711,240,32,3,4900.81
712,240,58,8,2188.81
713,241,70,3,3412.60
714,241,46,5,271.29
715,241,4,7,4855.89
716,241,56,5,4665.62
717,241,39,6,1490.98
718,242,24,8,3735.90
719,242,56,10,4665.62
720,242,36,7,2124.90
721,243,98,1,534.22
722,243,62,10,4176.08
723,243,88,10,3650.71
724,244,92,8,3177.29
725,245,97,9,4466.21
726,245,26,7,209.82
727,245,39,7,1490.98
728,245,2,5,1219.94
729,245,98,1,534.22
730,246,54,10,171.59
731,247,56,3,4665.62
732,247,10,4,3067.20
733,247,33,8,4359.13
734,247,6,3,3597.28
735,247,23,1,1811.71
736,248,94,10,2517.53
737,249,72,6,2674.14
738,249,26,1,209.82
739,249,63,7,1513.54
740,249,37,6,3925.38
741,249,54,6,171.59
742,250,25,3,2699.41
743,251,1,10,1606.34
744,252,75,10,1216.49
745,252,50,2,383.40
746,252,6,3,3597.28
747,252,1,1,1606.34
748,253,72,6,2674.14
749,253,95,5,4482.55
750,253,39,1,1490.98
751,254,10,9,3067.20
752,254,60,9,1965.23
753,255,16,5,4772.61
754,255,90,4,2992.32
755,255,90,8,2992.32
756,255,85,4,1371.26
757,256,63,2,1513.54
758,256,8,7,775.15
759,257,95,1,4482.55
760,258,14,2,1609.91
761,258,72,3,2674.14
762,258,80,9,4977.73
763,259,17,8,4056.32
764,259,15,5,348.51
765,259,88,10,3650.71
766,260,93,9,2513.33
767,261,8,9,775.15
768,261,6,5,3597.28
769,261,26,10,209.82
770,261,17,10,4056.32
771,262,99,5,3609.01
772,262,78,9,1171.77
773,263,44,3,4978.70
774,263,55,3,2094.76
775,263,46,5,271.29
776,263,27,8,2302.21
777,263,72,5,2674.14
778,264,3,2,3282.03
779,264,10,9,3067.20
780,264,44,1,4978.70
781,264,74,1,4413.83
782,264,19,2,3547.91
783,265,12,7,57.33
784,266,1,9,1606.34
785,266,26,8,209.82
786,266,49,10,1585.26
787,266,42,7,4445.29
788,266,32,1,4900.81
789,267,13,3,2092.36
790,267,90,10,2992.32
791,268,67,6,1274.06
792,268,77,2,210.80
793,269,35,10,522.51
794,269,32,1,4900.81
795,269,80,8,4977.73
796,269,22,1,4861.43
797,270,18,6,4977.17
798,271,50,10,383.40
799,271,84,1,2555.86
800,271,5,1,2028.04
801,272,16,2,4772.61
802,272,44,5,4978.70
803,272,59,8,1950.38
804,273,32,8,4900.81
805,273,44,9,4978.70
806,273,3,5,3282.03
807,273,87,8,4778.41
808,273,89,8,3520.96
809,274,75,7,1216.49
810,274,13,1,2092.36
811,275,54,4,171.59
812,275,46,10,271.29
813,275,43,8,727.31
814,275,20,4,937.34
815,275,23,2,1811.71
816,276,100,8,1332.93
817,277,11,4,1713.86
818,277,23,5,1811.71
819,277,45,5,2953.56
820,278,66,2,151.30
821,279,30,2,876.82
822,279,22,4,4861.43
823,279,86,7,3119.48
824,280,66,7,151.30
825,280,61,7,2639.95
826,280,2,4,1219.94
827,280,87,4,4778.41
828,280,77,5,210.80
829,281,67,10,1274.06
830,281,20,5,937.34
831,282,66,6,151.30
832,283,17,4,4056.32
833,283,58,2,2188.81
834,283,73,6,1428.47
835,284,87,5,4778.41
836,284,32,5,4900.81
837,284,60,7,1965.23
838,284,85,10,1371.26
839,284,90,4,2992.32
840,285,32,1,4900.81
841,285,84,9,2555.86
842,285,30,1,876.82
843,285,42,10,4445.29
844,285,68,8,2029.31
845,286,68,9,2029.31
846,287,42,7,4445.29
847,287,34,2,4121.54
848,287,71,7,3940.79
849,287,61,5,2639.95
850,287,66,4,151.30
851,288,42,7,4445.29
852,289,56,10,4665.62
853,289,57,2,161.65
854,290,85,2,1371.26
855,290,7,4,2816.85
856,290,35,9,522.51
857,290,85,6,1371.26
858,290,65,10,850.59
859,291,52,1,3284.74
860,291,74,4,4413.83
861,292,93,7,2513.33
862,293,68,6,2029.31
863,293,57,10,161.65
864,293,8,9,775.15
865,293,40,8,3132.58
866,293,89,4,3520.96
867,294,98,2,534.22
868,294,97,8,4466.21
869,294,11,2,1713.86
870,294,7,3,2816.85
871,294,93,6,2513.33
872,295,55,1,2094.76
873,295,18,7,4977.17
874,295,54,6,171.59
875,295,21,6,2210.42
876,295,97,1,4466.21
877,296,50,4,383.40
878,296,94,4,2517.53
879,297,26,7,209.82
880,297,7,6,2816.85
881,297,49,7,1585.26
882,297,20,4,937.34
883,297,4,2,4855.89
884,298,87,6,4778.41
885,298,91,10,3326.04
886,298,35,6,522.51
887,299,68,2,2029.31
888,300,39,8,1490.98
889,301,91,7,3326.04
890,302,96,7,254.64
891,302,62,8,4176.08
892,303,37,3,3925.38
893,303,4,7,4855.89
894,303,15,6,348.51
895,303,6,3,3597.28
896,303,94,2,2517.53
897,304,36,5,2124.90
898,304,88,1,3650.71
899,304,85,1,1371.26
900,304,58,5,2188.81
901,304,21,7,2210.42
902,305,28,2,2473.70
903,305,84,4,2555.86
904,305,69,9,2569.43
905,305,66,4,151.30
906,306,93,9,2513.33
907,306,21,5,2210.42
908,306,70,6,3412.60
909,307,67,4,1274.06
910,307,25,1,2699.41
911,307,37,3,3925.38
912,308,78,10,1171.77
913,308,23,1,1811.71
914,309,91,7,3326.04
915,310,34,4,4121.54
916,310,22,5,4861.43
917,310,18,3,4977.17
918,310,90,8,2992.32
919,310,92,8,3177.29
920,311,91,5,3326.04
921,311,6,6,3597.28
922,311,33,7,4359.13
923,311,68,4,2029.31
924,311,84,3,2555.86
925,312,90,8,2992.32
926,312,86,3,3119.48
927,312,63,8,1513.54
928,313,11,5,1713.86
929,314,58,3,2188.81
930,314,88,2,3650.71
931,314,15,3,348.51
932,314,30,6,876.82
933,315,62,8,4176.08
934,315,95,8,4482.55
935,316,82,6,3433.90
936,316,61,9,2639.95
937,316,80,6,4977.73
938,317,47,4,3930.99
939,318,74,1,4413.83
940,318,19,4,3547.91
941,318,5,5,2028.04
942,318,80,7,4977.73
943,318,50,5,383.40
944,319,39,2,1490.98
945,319,24,5,3735.90
946,319,33,8,4359.13
947,319,10,10,3067.20
948,319,81,7,2335.73
949,320,12,6,57.33
950,320,84,3,2555.86
951,320,27,9,2302.21
952,321,60,10,1965.23
953,321,95,7,4482.55
954,321,82,7,3433.90
955,321,94,1,2517.53
956,321,65,5,850.59
957,322,84,6,2555.86
958,322,90,10,2992.32
959,322,55,8,2094.76
960,323,87,8,4778.41
961,323,54,6,171.59
962,323,25,4,2699.41
963,323,84,9,2555.86
964,324,6,3,3597.28
965,324,80,1,4977.73
966,325,25,8,2699.41
967,325,63,10,1513.54
968,325,13,7,2092.36
969,326,13,1,2092.36
970,326,30,5,876.82
971,326,27,10,2302.21
972,326,64,9,4645.23
973,326,90,8,2992.32
974,327,45,3,2953.56
975,327,28,2,2473.70
976,328,69,3,2569.43
977,328,29,1,516.16
978,329,35,5,522.51
979,329,78,3,1171.77
980,329,12,3,57.33
981,329,6,4,3597.28
982,330,61,1,2639.95
983,331,28,5,2473.70
984,331,66,6,151.30
985,332,35,4,522.51
986,332,1,5,1606.34
987,333,44,7,4978.70
988,333,53,7,4677.13
989,334,92,5,3177.29
990,334,100,4,1332.93
991,334,52,9,3284.74
992,334,38,1,4099.11
993,335,64,7,4645.23
994,335,58,9,2188.81
995,335,89,10,3520.96
996,336,83,2,2068.36
997,336,36,9,2124.90
998,337,49,7,1585.26
999,338,9,6,4927.07
1000,338,87,6,4778.41
1001,338,20,1,937.34
1002,338,100,7,1332.93
1003,338,31,8,3956.37
1004,339,7,9,2816.85
1005,340,38,2,4099.11
1006,340,48,6,1481.48
1007,340,27,2,2302.21
1008,340,29,9,516.16
1009,340,27,8,2302.21
1010,341,1,6,1606.34
1011,342,10,2,3067.20
1012,342,75,4,1216.49
1013,342,26,4,209.82
1014,342,25,5,2699.41
1015,342,54,10,171.59
1016,343,6,9,3597.28
1017,344,89,7,3520.96
1018,344,95,3,4482.55
1019,345,69,1,2569.43
1020,345,84,1,2555.86
1021,345,82,7,3433.90
1022,345,72,4,2674.14
1023,345,77,2,210.80
1024,346,92,7,3177.29
1025,346,6,7,3597.28
1026,346,7,3,2816.85
1027,346,95,2,4482.55
1028,347,16,1,4772.61
1029,348,47,9,3930.99
1030,348,5,7,2028.04
1031,348,52,8,3284.74
1032,348,72,8,2674.14
1033,348,50,8,383.40
1034,349,38,10,4099.11
1035,349,26,4,209.82
1036,349,81,8,2335.73
1037,350,18,6,4977.17
1038,350,36,5,2124.90
1039,350,3,1,3282.03
1040,350,79,1,614.54
1041,350,99,1,3609.01
1042,351,31,4,3956.37
1043,351,16,7,4772.61
1044,351,53,6,4677.13
1045,351,27,1,2302.21
1046,351,43,1,727.31
1047,352,91,8,3326.04
1048,352,93,5,2513.33
1049,353,3,9,3282.03
1050,354,85,2,1371.26
1051,355,82,1,3433.90
1052,355,62,7,4176.08
1053,355,18,2,4977.17
1054,355,10,2,3067.20
1055,355,15,6,348.51
1056,356,45,4,2953.56
1057,356,13,4,2092.36
1058,356,60,3,1965.23
1059,356,87,8,4778.41
1060,356,77,9,210.80
1061,357,93,4,2513.33
1062,358,74,2,4413.83
1063,358,55,9,2094.76
1064,358,31,8,3956.37
1065,358,35,9,522.51
1066,359,48,7,1481.48
1067,359,23,2,1811.71
1068,359,40,4,3132.58
1069,359,18,4,4977.17
1070,360,58,5,2188.81
1071,360,15,4,348.51
1072,360,71,1,3940.79
1073,360,88,2,3650.71
1074,360,18,10,4977.17
1075,361,91,8,3326.04
1076,361,89,2,3520.96
1077,361,69,6,2569.43
1078,362,12,9,57.33
1079,362,87,7,4778.41
1080,362,92,3,3177.29
1081,362,36,9,2124.90
1082,362,49,1,1585.26
1083,363,17,7,4056.32
1084,364,79,6,614.54
